id;cod;tree_parent_cod;metatag;display;name_es;name_gl;name_en;name_ca
460;U221130;U221100;0;1;"Tribología";"Triboloxía";"Tribology"
461;U221190;U221100;0;1;"Física del estado sólido. Lamina delgada";"Física do estado sólido. Lamina delgada";"Solid state physics. thin films"
462;U221191;U221100;0;1;"Física del estado sólido. Espectroscopia de sólidos";"Física do estado sólido. Espectroscopia de sólidos";"Solid state physics. Solid state spectroscopy"
463;U221199;U221100;0;1;"Otras";"Outras";"Other"
464;U221200;U220000;0;1;"Física teórica";"Física teórica";"Theoretical physics"
465;U221201;U221200;0;1;"Campos electromagnéticos";"Campos electromagnéticos";"Electromagnetic fields"
466;U221202;U221200;0;1;"Partículas elementales";"Partículas elementais";"Elementary particles"
467;U221203;U221200;0;1;"Energía";"Enerxía";"Energy"
468;U221204;U221200;0;1;"Campos";"Campos";"Fields"
469;U221205;U221200;0;1;"Gravitación";"Gravitación";"Gravitation"
470;U221206;U221200;0;1;"Campos gravitacionales";"Campos gravitacionais";"Gravitational fields"
471;U221207;U221200;0;1;"Gravitones";"Gravitóns";"Gravitons"
472;U221208;U221200;0;1;"Hadrones";"Hadróns";"Hadrons"
473;U221209;U221200;0;1;"Leptones";"Leptóns";"Leptons"
474;U221210;U221200;0;1;"Masas";"Masas";"Mass"
475;U221211;U221200;0;1;"Fotones";"Fotóns";"Photons"
476;U221212;U221200;0;1;"Teoría cuántica de campos";"Teoría cuántica de campos";"Quantum field theory"
477;U221213;U221200;0;1;"Radiación";"Radiación";"Radiation"
478;U221214;U221200;0;1;"Teorías de la relatividad";"Teorías da relatividade";"Theory of relativity"
479;U221299;U221200;0;1;"Otras";"Outras";"Other"
480;U221300;U220000;0;1;"Termodinámica";"Termodinámica";"Thermodynamics"
481;U221301;U221300;0;1;"Cambios de estado";"Cambios de estado";"Changes of state"
482;U221302;U221300;0;1;"Física de la transmisión del calor";"Física da transmisión do calor";"Heat transfer (physics of)"
483;U221303;U221300;0;1;"Altas presiones";"Altas presións";"High pressure"
484;U221304;U221300;0;1;"Altas temperaturas";"Altas temperaturas";"High temperature"
485;U221305;U221300;0;1;"Teoría cinética";"Teoría cinética";"Kinetic theory"
486;U221306;U221300;0;1;"Bajas temperaturas";"Baixas temperaturas";"Low temperatures"
487;U221307;U221300;0;1;"Cambio de fase";"Cambio de fase";"Phase transition"
488;U221308;U221300;0;1;"Técnicas de medida del calor";"Técnicas de medida do calor";"Thermal measurement techniques"
489;U221309;U221300;0;1;"Equilibrios termodinámicos";"Equilibrios termodinámicos";"Thermodynamic equilibria"
490;U221310;U221300;0;1;"Relaciones termodinámicas";"Relacións termodinámicas";"Thermodynamic relationships"
491;U221311;U221300;0;1;"Fenómenos de transporte";"Fenómenos de transporte";"Transport phenomena"
492;U221399;U221300;0;1;"Otras";"Outras";"Other"
493;U221400;U220000;0;1;"Unidades y contrastes";"Unidades e contrastes";"Units and constants"
494;U221401;U221400;0;1;"Constantes físicas";"Constantes físicas";"Physic constants"
495;U221402;U221400;0;1;"Metrología";"Metroloxía";"Metrology"
496;U221403;U221400;0;1;"Patrones";"Patróns";"Standard units"
497;U221404;U221400;0;1;"Calibración de unidades";"Calibración de unidades";"Unit calibration"
498;U221405;U221400;0;1;"Conversión de unidades";"Conversión de unidades";"Unit conversion"
499;U221499;U221400;0;1;"Otras";"Outras";"Other"
500;U229000;U220000;0;1;"Física altas energías";"Física altas enerxías";"High energy physics"
501;U229001;U229000;0;1;"Física teórica altas energías";"Física teórica altas enerxías";"High energy theoretical physics"
502;U229900;U220000;0;1;"Otras especialidades físicas";"Outras especialidades físicas";"Other physical specialities"
503;U230000;UNESCO;0;1;"Química";"Química";"Chemistry"
504;U230100;U230000;0;1;"Química analítica";"Química analítica";"Analytical chemistry"
505;U230101;U230100;0;1;"Espectroscopia de absorción";"Espectroscopia de absorción";"Absorption spectroscopy"
506;U230102;U230100;0;1;"Análisis bioquímico";"Análise bioquímico";"Biochemical analysis"
507;U230103;U230100;0;1;"Análisis cromatográfico";"Análise cromatográfico";"Chromatographic analysis"
508;U230104;U230100;0;1;"Análisis electroquímico";"Análise electroquímico";"Electrochemical analysis"
509;U230105;U230100;0;1;"Espectroscopia de emisión";"Espectroscopia de emisión";"Emission spectroscopy"
510;U230106;U230100;0;1;"Fluorimetría";"Fluorimetría";"Fluorimetry"
511;U230107;U230100;0;1;"Gravimetría";"Gravimetría";"Gravimetry"
512;U230108;U230100;0;1;"Espectroscopia de infrarrojos";"Espectroscopia de infravermellos";"Infrared spectroscopy"
513;U230109;U230100;0;1;"Espectroscopia de resonancia magnética";"Espectroscopia de resonancia magnética";"Magnetic resonance spectroscopy"
514;U230110;U230100;0;1;"Espectroscopia de masas";"Espectroscopia de masas";"Mass spectroscopy"
515;U230111;U230100;0;1;"Análisis microquímico";"Análise microquímico";"Michrochemical analysis"
516;U230112;U230100;0;1;"Microscopia";"Microscopia";"Microscopy"
517;U230113;U230100;0;1;"Espectroscopia de microondas";"Espectroscopia de microondas";"Microwave spectroscopy"
518;U230114;U230100;0;1;"Fosforimetría";"Fosforimetría";"Phosphorimetry"
519;U230115;U230100;0;1;"Análisis de polímeros";"Análise de polímeros";"Polymer analysis"
520;U230116;U230100;0;1;"Análisis radioquímico";"Análise radioquímico";"Radiochemical analysis"
521;U230117;U230100;0;1;"Espectroscopia Raman";"Espectroscopia Raman";"Raman spectroscopy"
522;U230118;U230100;0;1;"Métodos termoanalíticos";"Métodos termoanalíticos";"Thermal analytical methods"
523;U230119;U230100;0;1;"Volumetría";"Volumetría";"Volumetry"
524;U230120;U230100;0;1;"Espectroscopia de rayos X";"Espectroscopia de raios X";"X-ray spectroscopy"
525;U230199;U230100;0;1;"Otras";"Outras";"Other"
526;U230200;U230000;0;1;"Bioquímica";"Bioquímica";"Biochemistry"
527;U230201;U230200;0;1;"Alcaloides";"Alcaloides";"Alkaloids"
528;U230202;U230200;0;1;"Aminoácidos";"Aminoácidos";"Amino acids"
529;U230203;U230200;0;1;"Antimetabolitos";"Antimetabolitos";"Antimetabolites"
530;U230204;U230200;0;1;"Genética bioquímica";"Xenética bioquímica";"Biochemical genetics"
531;U230205;U230200;0;1;"Biosíntesis";"Biosíntese";"Biosynthesis"
532;U230206;U230200;0;1;"Quimioterapia";"Quimioterapia";"Chemotherapy"
533;U230207;U230200;0;1;"Química clínica";"Química clínica";"Clinical chemistry"
534;U230208;U230200;0;1;"Coenzimas";"Coenzimas";"Co-enzymes"
535;U230209;U230200;0;1;"Enzimología";"Enzimoloxía";"Enzymology"
536;U230210;U230200;0;1;"Aceites esenciales";"Aceites esenciais";"Essential oils"
537;U230211;U230200;0;1;"Ácidos grasos";"Ácidos grasos";"Fatty acids"
538;U230212;U230200;0;1;"Fermentación";"Fermentación";"Fermentation"
539;U230213;U230200;0;1;"Regulación por retroalimentación";"Regulación por retroalimentación";"Feedback regulation"
540;U230214;U230200;0;1;"Glúcidos";"Glúcidos";"Glucides"
541;U230215;U230200;0;1;"Hormonas";"Hormonas";"Hormones"
542;U230216;U230200;0;1;"Inmunoquímica";"Inmunoquímica";"Immunochemistry"
543;U230217;U230200;0;1;"Metabolismo intermediario";"Metabolismo intermediario";"Intermediary metabolism"
544;U230218;U230200;0;1;"Lípidos";"Lípidos";"Lipids"
545;U230219;U230200;0;1;"Procesos metabólicos";"Procesos metabólicos";"Metabolic processes"
546;U230220;U230200;0;1;"Química microbiológica";"Química microbiolóxica";"Microbiological chemistry"
547;U230221;U230200;0;1;"Biología molecular";"Bioloxía molecular";"Molecular biology"
548;U230222;U230200;0;1;"Farmacología molecular";"Farmacoloxía molecular";"Molecular pharmacology"
549;U230223;U230200;0;1;"Ácidos nucleicos";"Ácidos nucleicos";"Nucleic acids"
550;U230224;U230200;0;1;"Péptidos";"Péptidos";"Peptides"
551;U230225;U230200;0;1;"Fotosíntesis";"Fotosíntese";"Photosynthesis"
552;U230226;U230200;0;1;"Bioquímica física";"Bioquímica física";"Physical biochemistry"
553;U230227;U230200;0;1;"Proteínas";"Proteínas";"Proteins"
554;U230228;U230200;0;1;"Almidón";"Amidón";"Starch"
555;U230229;U230200;0;1;"Esteroides";"Esteroides";"Steroids"
556;U230230;U230200;0;1;"Terpenos";"Terpenos";"Terpenes"
557;U230231;U230200;0;1;"Oligoelementos";"Oligoelementos";"Trace-elements"
558;U230232;U230200;0;1;"Vitaminas";"Vitaminas";"Vitamins"
559;U230233;U230200;0;1;"Ceras";"Ceras";"Waxes"
560;U230290;U230200;0;1;"Bioquímica de alimentos";"Bioquímica de alimentos";"Food biochemistry"
561;U230291;U230200;0;1;"Química de macromoléculas biológicas";"Química de macromoléculas biolóxicas";"Chemistry of biological macromolecules"
562;U230299;U230200;0;1;"Otras";"Outras";"Other"
563;U230300;U230000;0;1;"Química inorgánica";"Química inorgánica";"Inorganic chemistry"
564;U230301;U230300;0;1;"Química de los actínidos";"Química dos actínidos";"Actinide chemistry"
565;U230302;U230300;0;1;"Elementos alcalinotérreos";"Elementos alcalinotérreos";"Alkaline earths"
566;U230303;U230300;0;1;"Elementos alcalinos";"Elementos alcalinos";"Alkaline elements"
567;U230304;U230300;0;1;"Compuestos de boro";"Compostos de boro";"Boron compounds"
568;U230305;U230300;0;1;"Carbono";"Carbono";"Carbon"
569;U230306;U230300;0;1;"Compuestos de cloro";"Compostos de cloro";"Chlorine compounds"
570;U230307;U230300;0;1;"Compuestos de coordinación";"Compostos de coordinación";"Co-ordination compounds"
571;U230308;U230300;0;1;"Compuestos deficientes de electrones";"Compostos deficientes de electróns";"Electron deficient compounds"
572;U230309;U230300;0;1;"Elementos electropositivos";"Elementos electropositivos";"Electropositive elements"
573;U230310;U230300;0;1;"Compuestos de flúor";"Compostos de flúor";"Fluorine compounds"
574;U230311;U230300;0;1;"Germanio";"Xermanio";"Germanium"
575;U230312;U230300;0;1;"Grafito";"Grafito";"Graphite"
576;U230313;U230300;0;1;"Halógenos";"Halóxenos";"Halogens"
577;U230314;U230300;0;1;"Hidrógeno";"Hidróxeno";"Hydrogen"
578;U230315;U230300;0;1;"Hidruros";"Hidruros";"Hydrides"
579;U230316;U230300;0;1;"Mecanismos de las reacciones inorgánicas";"Mecanismos das reaccións inorgánicas";"Inorganic reactions (mechanisms of)"
580;U230317;U230300;0;1;"Compuestos de plomo";"Compostos de chumbo";"Lead compounds"
581;U230318;U230300;0;1;"Metales";"Metais";"Metals"
582;U230319;U230300;0;1;"Alquilos metálicos";"Alquilos metálicos";"Metal alkyls"
583;U230320;U230300;0;1;"Compuestos de nitrógeno";"Compostos de nitróxeno";"Nitrogen compounds"
584;U230321;U230300;0;1;"Compuestos organometálicos";"Compostos organometálicos";"Organo-metallic compounds"
585;U230322;U230300;0;1;"Compuestos de fósforo";"Compostos de fósforo";"Phosphorus compounds"
586;U230323;U230300;0;1;"Química de los pigmentos";"Química dos pigmentos";"Pigment chemistry"
587;U230324;U230300;0;1;"Tierras raras";"Terras raras";"Rare earths"
588;U230325;U230300;0;1;"Compuestos de sodio";"Compostos de sodio";"Sodium compounds"
589;U230326;U230300;0;1;"Estructura de los compuestos inorgánicos";"Estrutura dos compostos inorgánicos";"Structure of inorganic compounds"
590;U230327;U230300;0;1;"Compuestos de azufre";"Compostos de xofre";"Sulphur compounds"
591;U230328;U230300;0;1;"Elementos sintéticos";"Elementos sintéticos";"Synthetic elements"
592;U230329;U230300;0;1;"Elementos de transición";"Elementos de transición";"Transition elements"
593;U230330;U230300;0;1;"Elementos transuránidos";"Elementos transuránidos";"Transuranium elements"
594;U230331;U230300;0;1;"Química del agua";"Química da agua";"Water chemistry"
595;U230399;U230300;0;1;"Otras";"Outras";"Other"
596;U230400;U230000;0;1;"Química macromolecular";"Química macromolecular";"Macromolecular chemistry"
597;U230401;U230400;0;1;"Plásticos celulares";"Plásticos celulares";"Cellular plastics"
598;U230402;U230400;0;1;"Celulosa";"Celulosa";"Cellulose"
599;U230403;U230400;0;1;"Polímeros compuestos";"Polímeros compostos";"Composite polymers"
600;U230404;U230400;0;1;"Elastómeros";"Elastómeros";"Elastomers"
601;U230405;U230400;0;1;"Gomas";"Gomas";"Gums"
602;U230406;U230400;0;1;"Polímeros de alto peso molecular";"Polímeros de alto peso molecular";"High polymers"
603;U230407;U230400;0;1;"Polímeros inorgánicos";"Polímeros inorgánicos";"Inorganic polymers"
604;U230408;U230400;0;1;"Macromoléculas";"Macromoléculas";"Macromolecules"
605;U230409;U230400;0;1;"Modificación de macromoléculas";"Modificación de macromoléculas";"Modification of macromolecules"
606;U230410;U230400;0;1;"Química de monómeros";"Química de monómeros";"Monomer chemistry"
607;U230411;U230400;0;1;"Fibras naturales";"Fibras naturais";"Natural fibres"
608;U230412;U230400;0;1;"Polímeros reticulados";"Polímeros reticulados";"Network polymers"
609;U230413;U230400;0;1;"Polielectrolitos";"Polielectrolitos";"Polyelectrolytes"
610;U230414;U230400;0;1;"Poliésteres";"Poliésteres";"Polyesters"
611;U230415;U230400;0;1;"Polietileno";"Polietileno";"Polyethylene"
612;U230416;U230400;0;1;"Análisis de polímeros";"Análise de polímeros";"Polymer analysis"
613;U230417;U230400;0;1;"Polímeros en forma dispersa";"Polímeros en forma dispersa";"Polymers in dispersed form"
614;U230418;U230400;0;1;"Polipéptidos y proteínas";"Polipéptidos e proteínas";"Polypeptides and proteins"
615;U230419;U230400;0;1;"Polisacáridos";"Polisacáridos";"Polysaccharides"
616;U230420;U230400;0;1;"Poliestireno";"Poliestireno";"Polystyrene"
617;U230421;U230400;0;1;"Poliuretanos";"Poliuretanos";"Polyurethanes"
618;U230422;U230400;0;1;"Estabilidad de las macromoléculas";"Estabilidade das macromoléculas";"Stability of macromolecules"
619;U230423;U230400;0;1;"Síntesis de macromoléculas";"Síntesis de macromoléculas";"Synthetis of macromolecules"
620;U230424;U230400;0;1;"Fibras sintéticas";"Fibras sintéticas";"Synthetic fibres"
621;U230499;U230400;0;1;"Otras";"Outras";"Other"
622;U230500;U230000;0;1;"Química nuclear";"Química nuclear";"Nuclear chemistry"
623;U230501;U230500;0;1;"Química de átomos calientes";"Química de átomos calientes";"Hot atom chemistry"
624;U230502;U230500;0;1;"Trazadores isotópicos";"Trazadores isotópicos";"Isotope tracers"
625;U230503;U230500;0;1;"Moléculas marcadas";"Moléculas marcadas";"Marked molecules"
626;U230504;U230500;0;1;"Química de la radiación";"Química da radiación";"Radiation chemistry"
627;U230505;U230500;0;1;"Radioquímica";"Radioquímica";"Radiochemistry"
628;U230506;U230500;0;1;"Radioisótopos";"Radioisótopos";"Radioisotopes"
629;U230507;U230500;0;1;"Separación de isótopos";"Separación de isótopos";"Separation of isotopes"
630;U230599;U230500;0;1;"Otras";"Outras";"Other"
631;U230600;U230000;0;1;"Química orgánica";"Química orgánica";"Organic chemistry"
632;U230601;U230600;0;1;"Hidrocarburos alifáticos";"Hidrocarburos alifáticos";"Aliphatic hydrocarbons"
633;U230602;U230600;0;1;"Hidrocarburos aromáticos";"Hidrocarburos aromáticos";"Aromatic hydrocarbons"
634;U230603;U230600;0;1;"Derivados del benceno";"Derivados do benceno";"Benzene derivatives"
635;U230604;U230600;0;1;"Química de los compuestos bicíclicos";"Química dos compostos bicíclicos";"Bicyclic chemistry"
636;U230605;U230600;0;1;"Química de carbaniones";"Química de carbanións";"Carbanion chemistry"
637;U230606;U230600;0;1;"Química de los hidratos de carbono";"Química dos hidratos de carbono";"Carbohydrate chemistry"
638;U230607;U230600;0;1;"Química del carbono";"Química do carbono";"Carbonium chemistry"
639;U230608;U230600;0;1;"Química de los colorantes";"Química dos colorantes";"Dyestuff chemistry"
640;U230609;U230600;0;1;"Radicales libres";"Radicais libres";"Free radicals"
641;U230610;U230600;0;1;"Compuestos heterocíclicos";"Compostos heterocíclicos";"Heterocyclic compounds"
642;U230611;U230600;0;1;"Compuestos organometálicos";"Compostos organometálicos";"Organometallics"
643;U230612;U230600;0;1;"Química de los organofosforados";"Química dos organofosforados";"Organophosphorus chemistry"
644;U230613;U230600;0;1;"Química de los organosilícicos";"Química dos organosilícicos";"Organosilicon chemistry"
645;U230614;U230600;0;1;"Química de los organosulfurados";"Química dos organosulfurados";"Organosulphur chemistry"
646;U230615;U230600;0;1;"Mecanismos de reacción";"Mecanismos de reacción";"Reaction mechanisms"
647;U230616;U230600;0;1;"Esteroquímica y análisis conformacional";"Esteroquímica e análise conformacional";"Stereochemistry and conformational analysis"
648;U230617;U230600;0;1;"Química de los esteroides";"Química dos esteroides";"Steroid chemistry"
649;U230618;U230600;0;1;"Estructura de las moléculas orgánicas";"Estrutura das moléculas orgánicas";"Structure of organic molecules"
650;U230690;U230600;0;1;"Química de productos naturales orgánicos";"Química de produtos naturais orgánicos";"Chemistry of natural organic products"
651;U230691;U230600;0;1;"Química orgánica. Análisis instrumental";"Química orgánica. Análise instrumental";"Organic chemistry: instrumental analysis"
652;U230699;U230600;0;1;"Otras";"Outras";"Other"
653;U230700;U230000;0;1;"Química física";"Química física";"Physical chemistry"
654;U239000;U230000;0;1;"Química farmacéutica";"Química farmacéutica";"Pharmaceutical chemistry"
655;U239001;U239000;0;1;"Diseño. Síntesis y estudio de nuevos fármacos";"Deseño. Síntese e estudo de novos fármacos";"Design. synthesis and study of new drugs"
656;U239099;U239000;0;1;"Otras";"Outras";"Other"
657;U239100;U230000;0;1;"Química ambiental";"Química ambiental";"Environmental chemistry"
658;U239900;U230000;0;1;"Otras especialidades químicas";"Outras especialidades químicas";"Other chemical specialities"
659;U240000;UNESCO;0;1;"Ciencias de la vida";"Ciencias da vida";"Life sciences"
660;U240100;U240000;0;1;"Biología animal";"Bioloxía animal";"Animal biology"
661;U240101;U240100;0;1;"Anatomía animal";"Anatomía animal";"Animal anatomy"
662;U240102;U240100;0;1;"Comportamiento animal";"Comportamento animal";"Animal behaviour"
663;U240103;U240100;0;1;"Comunicación animal";"Comunicación animal";"Animal communication"
664;U240104;U240100;0;1;"Citología animal";"Citoloxía animal";"Animal cytology"
665;U240105;U240100;0;1;"Desarrollo animal";"Desenvolvemento animal";"Animal development"
666;U240106;U240100;0;1;"Ecología animal";"Ecoloxía animal";"Animal ecology"
667;U240107;U240100;0;1;"Embriología animal";"Embrioloxía animal";"Animal embryology"
668;U240108;U240100;0;1;"Genética animal";"Xenética animal";"Animal genetics"
669;U240109;U240100;0;1;"Crecimiento animal";"Crecemento animal";"Animal growth"
670;U240110;U240100;0;1;"Histología animal";"Histoloxía animal";"Animal histology"
671;U240111;U240100;0;1;"Patología animal";"Patoloxía animal";"Animal pathology"
672;U240112;U240100;0;1;"Parasitología animal";"Parasitoloxía animal";"Animal parasitology"
673;U240113;U240100;0;1;"Fisiología animal";"Fisioloxía animal";"Animal physiology"
674;U240114;U240100;0;1;"Taxonomía animal";"Taxonomía animal";"Animal taxonomy"
675;U240115;U240100;0;1;"Zoología general";"Zooloxía xeral";"General zoology"
676;U240116;U240100;0;1;"Herpetología";"Herpetoloxía";"Herpetology"
677;U240117;U240100;0;1;"Invertebrados";"Invertebrados";"Invertebrates"
678;U240118;U240100;0;1;"Mamíferos";"Mamíferos";"Mammology"
679;U240119;U240100;0;1;"Zoología marina";"Zooloxía mariña";"Marine zoology"
680;U240120;U240100;0;1;"Ornitología";"Ornitoloxía";"Ornithology"
681;U240121;U240100;0;1;"Primates";"Primates";"Primatology"
682;U240122;U240100;0;1;"Protozoología";"Protozooloxía";"Protozoology"
683;U240123;U240100;0;1;"Vertebrados";"Vertebrados";"Vertebrates"
684;U240190;U240100;0;1;"Zoología. Etiología";"Zooloxía. Etioloxía";"Zoology. Etiology"
685;U240191;U240100;0;1;"Invertebrados no insectos";"Invertebrados non insectos";"Non-insect invertebrates"
686;U240199;U240100;0;1;"Otras";"Outras";"Other"
687;U240200;U240000;0;1;"Antropología";"Antropoloxía";"Anthropology"
688;U240201;U240200;0;1;"Archivos antropológicos";"Arquivos antropolóxicos";"Anthropological archives"
689;U240202;U240200;0;1;"Antropogenética";"Antropoxenética";"Anthropological genetics"
690;U240203;U240200;0;1;"Antropometría y antropología forense";"Antropometría e antropoloxía forense";"Anthropometry and forensic anthropology"
691;U240204;U240200;0;1;"Composición del cuerpo";"Composición do corpo";"Body composition"
692;U240205;U240200;0;1;"Constitución del cuerpo";"Constitución do corpo";"Body constitution"
693;U240206;U240200;0;1;"Etnología";"Etnoloxía";"Ethnology"
694;U240207;U240200;0;1;"Antropología médica";"Antropoloxía médica";"Medical anthropology"
695;U240208;U240200;0;1;"Hábitos alimentarios";"Hábitos alimentarios";"Nutritional habits"
696;U240209;U240200;0;1;"Osteología";"Osteoloxía";"Osteology"
697;U240210;U240200;0;1;"Biología de poblaciones";"Bioloxía de poboacións";"Population biology"
698;U240211;U240200;0;1;"Comportamiento de los primates";"Comportamento dos primates";"Primate behaviour"
699;U240212;U240200;0;1;"Somatología de los primates";"Somatoloxía dos primates";"Primate somatology"
700;U240213;U240200;0;1;"Biología racial";"Bioloxía racial";"Racial biology"
701;U240214;U240200;0;1;"Desarrollo somático";"Desenvolvemento somático";"Somatic growth"
702;U240215;U240200;0;1;"Envejecimiento somático";"Envellecemento somático";"Somatic ageing"
703;U240299;U240200;0;1;"Otras";"Outras";"Other"
704;U240300;U240000;0;1;"Bioquímica";"Bioquímica";"Biochemistry"
705;U240400;U240000;0;1;"Biomatemáticas";"Biomatemáticas";"Biomathematics"
706;U240401;U240400;0;1;"Bioestadística";"Bioestadística";"Biostatistics"
707;U240499;U240400;0;1;"Otras";"Outras";"Other"
708;U240500;U240000;0;1;"Biometría";"Biometría";"Biometrics"
709;U240600;U240000;0;1;"Biofísica";"Biofísica";"Biophysics"
710;U240601;U240600;0;1;"Bioacústica";"Bioacústica";"Bioacoustics"
711;U240602;U240600;0;1;"Biolectricidad";"Biolectricidade";"Bioelectricity"
712;U240603;U240600;0;1;"Bioenergética";"Bioenerxética";"Bioenergetics"
713;U240604;U240600;0;1;"Biomecánica";"Biomecánica";"Bio-mechanics"
714;U240605;U240600;0;1;"Bioóptica";"Bioóptica";"Bio-optics"
715;U240606;U240600;0;1;"Física médica";"Física médica";"Medical physics"
716;U240699;U240600;0;1;"Otras";"Outras";"Other"
717;U240700;U240000;0;1;"Biología celular";"Bioloxía celular";"Cell biology"
718;U240701;U240700;0;1;"Cultivo celular";"Cultivo celular";"Cell culture"
719;U240702;U240700;0;1;"Citogenética";"Citoxenética";"Cell genetics"
720;U240703;U240700;0;1;"Morfología celular";"Morfoloxía celular";"Cell morphology"
721;U240704;U240700;0;1;"Citología";"Citoloxía";"Cytology"
722;U240705;U240700;0;1;"Cultivo de tejidos";"Cultivo de texidos";"Tissue culture"
723;U240790;U240700;0;1;"Estructura de la pared celular";"Estrutura da parede celular";"Cell wall structure"
724;U240799;U240700;0;1;"Otras";"Outras";"Other"
725;U240800;U240000;0;1;"Etología";"Etoloxía";"Ethology"
726;U240801;U240800;0;1;"Animal";"Animal";"Animal"
727;U240802;U240800;0;1;"Humana";"Humana";"Human"
728;U240803;U240800;0;1;"Insectos";"Insectos";"Insect"
729;U240899;U240800;0;1;"Otras";"Outras";"Other"
730;U240900;U240000;0;1;"Genética";"Xenética";"Genetics"
731;U240901;U240900;0;1;"Embriología";"Embrioloxía";"Embryology"
732;U240902;U240900;0;1;"Ingeniería genética";"Enxeñaría xenética";"Genetic engineering"
733;U240903;U240900;0;1;"Genética de poblaciones";"Xenética de poboacións";"Population genetics"
734;U240990;U240900;0;1;"Citogenética animal";"Citoxenética animal";"Animal cytogenetics"
735;U240991;U240900;0;1;"Genética del desarrollo";"Xenética do desenvolvemento";"Genetics of development"
736;U240992;U240900;0;1;"Genética molecular de plantas";"Xenética molecular de plantas";"Plant molecular genetics"
737;U240999;U240900;0;1;"Otras";"Outras";"Other"
738;U241000;U240000;0;1;"Biología humana";"Bioloxía humana";"Human biology"
739;U241001;U241000;0;1;"Grupo sanguíneo";"Grupo sanguíneo";"Blood groups"
740;U241002;U241000;0;1;"Anatomía humana";"Anatomía humana";"Human anatomy"
741;U241003;U241000;0;1;"Citología humana";"Citoloxía humana";"Human cytology"
742;U241004;U241000;0;1;"Desarrollo humano";"Desenvolvemento humano";"Human development"
743;U241005;U241000;0;1;"Ecología humana";"Ecoloxía humana";"Human ecology"
744;U241006;U241000;0;1;"Embriología humana";"Embrioloxía humana";"Human embryology"
745;U241007;U241000;0;1;"Genética humana";"Xenética humana";"Human genetics"
746;U241008;U241000;0;1;"Histología humana";"Histoloxía humana";"Human histology"
747;U241009;U241000;0;1;"Neuroanatomía humana";"Neuroanatomía humana";"Human neuro-anatomy"
748;U241010;U241000;0;1;"Fisiología humana";"Fisioloxía humana";"Human physiology"
749;U241011;U241000;0;1;"Órganos sensoriales";"Órganos sensoriais";"Sensory organs"
750;U241012;U241000;0;1;"Anatomía sistemática";"Anatomía sistemática";"Systemic anatomy"
751;U241013;U241000;0;1;"Anatomía topográfica";"Anatomía topográfica";"Topographic anatomy"
752;U241099;U241000;0;1;"Otras";"Outras";"Other"
753;U241100;U240000;0;1;"Fisiología humana";"Fisioloxía humana";"Human physiology"
754;U241101;U241100;0;1;"Fisiología del equilibrio";"Fisioloxía do equilibrio";"Attitude physiology"
755;U241102;U241100;0;1;"Anestesiología";"Anestesioloxía";"Anaesthesiology"
756;U241103;U241100;0;1;"Fisiología cardiovascular";"Fisioloxía cardiovascular";"Cardio-vascular physiology"
757;U241104;U241100;0;1;"Fisiología endocrina";"Fisioloxía endocrina";"Endocrine physiology"
758;U241105;U241100;0;1;"Fisiología del medio interno";"Fisioloxía do medio interno";"Environmental physiology"
759;U241106;U241100;0;1;"Fisiología del ejercicio";"Fisioloxía do exercicio";"Exercise physiology"
760;U241107;U241100;0;1;"Fisiología de la digestión";"Fisioloxía da dixestión";"Gastro-intestinal physiology"
761;U241108;U241100;0;1;"Metabolismo humano";"Metabolismo humano";"Human metabolism"
762;U241109;U241100;0;1;"Regulación de la temperatura humana";"Regulación da temperatura humana";"Human temperature regulation"
763;U241110;U241100;0;1;"Fisiología del músculo";"Fisioloxía do músculo";"Muscle physiology"
764;U241111;U241100;0;1;"Neurofisiología";"Neurofisioloxía";"Neurophysiology"
765;U241112;U241100;0;1;"Fisiología del sistema nervioso central";"Fisioloxía do sistema nervioso central";"Physiology of the central nervous system"
766;U241113;U241100;0;1;"Fisiología de la audición";"Fisioloxía da audición";"Physiology of hearing"
767;U241114;U241100;0;1;"Fisiología del lenguaje";"Fisioloxía da linguaxe";"Physiology of speech"
768;U241115;U241100;0;1;"Fisiología de la visión";"Fisioloxía da visión";"Physiology of vision"
769;U241116;U241100;0;1;"Fisiología de la reproducción";"Fisioloxía da reprodución";"Reproduction physiology"
770;U241117;U241100;0;1;"Fisiología de la respiración";"Fisioloxía da respiración";"Respiration physiology"
771;U241118;U241100;0;1;"Fisiología del movimiento";"Fisioloxía do movemento";"Movement physiology"
772;U241199;U241100;0;1;"Otras";"Outras";"Other"
773;U241200;U240000;0;1;"Inmunología";"Inmunoloxía";"Immunology"
774;U241201;U241200;0;1;"Antígenos";"Antíxenos";"Antigens"
775;U241202;U241200;0;1;"Anticuerpos";"Anticorpos";"Antibodies"
776;U241203;U241200;0;1;"Reacción antígeno-anticuerpo";"Reacción antíxeno-anticorpo";"Antigen-antibody reaction"
777;U241204;U241200;0;1;"Formación de anticuerpos";"Formación de anticorpos";"Antibody formation"
778;U241205;U241200;0;1;"Hipersensibilidad";"Hipersensibilidade";"Hypersensitivity"
779;U241206;U241200;0;1;"Inmunización";"Inmunización";"Immunisation"
780;U241207;U241200;0;1;"Inmunoquímica";"Inmunoquímica";"Immunochemistry"
781;U241208;U241200;0;1;"Trasplante de órganos";"Trasplante de órganos";"Organ transplantation"
